rank,date,code,name,market,score,pools,signals,data_quality,reason
1,20260701,300607,拓斯达,0,140,zt|qs,limit_up_pool|strong_pool|year_breakout|volume_expand|trend_confirmed,ok,"limit_up_pool, strong_pool, year_breakout, volume_expand, trend_confirmed"
2,20260701,688571,杭华股份,1,140,zt|qs,limit_up_pool|strong_pool|year_breakout|volume_expand|trend_confirmed,ok,"limit_up_pool, strong_pool, year_breakout, volume_expand, trend_confirmed"
3,20260701,002559,亚威股份,0,120,zt|qs,limit_up_pool|strong_pool|year_breakout|trend_confirmed,ok,"limit_up_pool, strong_pool, year_breakout, trend_confirmed"
4,20260701,002458,益生股份,0,115,zt,limit_up_pool|year_breakout|year_downtrend_reversal|volume_expand,ok,"limit_up_pool, year_breakout, year_downtrend_reversal, volume_expand"
5,20260701,001331,胜通能源,0,115,zt|qs,limit_up_pool|strong_pool|volume_expand|trend_confirmed,ok,"limit_up_pool, strong_pool, volume_expand, trend_confirmed"
6,20260701,002167,东方锆业,0,115,zt|qs,limit_up_pool|strong_pool|volume_expand|trend_confirmed,ok,"limit_up_pool, strong_pool, volume_expand, trend_confirmed"
7,20260701,300481,濮阳惠成,0,115,zt|qs,limit_up_pool|strong_pool|volume_expand|trend_confirmed,ok,"limit_up_pool, strong_pool, volume_expand, trend_confirmed"
8,20260701,300518,新迅达,0,115,zt|qs,limit_up_pool|strong_pool|volume_expand|trend_confirmed,ok,"limit_up_pool, strong_pool, volume_expand, trend_confirmed"
9,20260701,300852,四会富仕,0,115,zt|qs,limit_up_pool|strong_pool|volume_expand|trend_confirmed,ok,"limit_up_pool, strong_pool, volume_expand, trend_confirmed"
10,20260701,600179,安通控股,1,115,zt|qs,limit_up_pool|strong_pool|volume_expand|trend_confirmed,ok,"limit_up_pool, strong_pool, volume_expand, trend_confirmed"
11,20260701,600641,先导基电,1,115,zt|qs,limit_up_pool|strong_pool|volume_expand|trend_confirmed,ok,"limit_up_pool, strong_pool, volume_expand, trend_confirmed"
12,20260701,600667,太极实业,1,115,zt|qs,limit_up_pool|strong_pool|volume_expand|trend_confirmed,ok,"limit_up_pool, strong_pool, volume_expand, trend_confirmed"
13,20260701,600885,宏发股份,1,115,zt|qs,limit_up_pool|strong_pool|volume_expand|trend_confirmed,ok,"limit_up_pool, strong_pool, volume_expand, trend_confirmed"
14,20260701,603379,三美股份,1,115,zt|qs,limit_up_pool|strong_pool|volume_expand|trend_confirmed,ok,"limit_up_pool, strong_pool, volume_expand, trend_confirmed"
15,20260701,603991,领先股份,1,115,zt|qs,limit_up_pool|strong_pool|volume_expand|trend_confirmed,ok,"limit_up_pool, strong_pool, volume_expand, trend_confirmed"
16,20260701,605178,时空科技,1,115,zt|qs,limit_up_pool|strong_pool|volume_expand|trend_confirmed,ok,"limit_up_pool, strong_pool, volume_expand, trend_confirmed"
17,20260701,688106,金宏气体,1,115,zt|qs,limit_up_pool|strong_pool|volume_expand|trend_confirmed,ok,"limit_up_pool, strong_pool, volume_expand, trend_confirmed"
18,20260701,688728,格科微,1,115,zt|qs,limit_up_pool|strong_pool|volume_expand|trend_confirmed,ok,"limit_up_pool, strong_pool, volume_expand, trend_confirmed"
19,20260701,000012,南  玻Ａ,0,110,qs,strong_pool|year_breakout|year_downtrend_reversal|volume_expand|trend_confirmed,ok,"strong_pool, year_breakout, year_downtrend_reversal, volume_expand, trend_confirmed"
20,20260701,000925,众合科技,0,110,zt,limit_up_pool|year_breakout|volume_expand|trend_confirmed,ok,"limit_up_pool, year_breakout, volume_expand, trend_confirmed"
21,20260701,603505,金石资源,1,110,zt,limit_up_pool|year_breakout|volume_expand|trend_confirmed,ok,"limit_up_pool, year_breakout, volume_expand, trend_confirmed"
22,20260701,600076,康欣新材,1,105,zt|qs,limit_up_pool|strong_pool|year_breakout,ok,"limit_up_pool, strong_pool, year_breakout"
23,20260701,000521,长虹美菱,0,100,zt|qs,limit_up_pool|strong_pool|volume_expand,ok,"limit_up_pool, strong_pool, volume_expand"
24,20260701,000566,海南海药,0,100,zt|qs,limit_up_pool|strong_pool|volume_expand,ok,"limit_up_pool, strong_pool, volume_expand"
25,20260701,000603,盛达资源,0,100,zt|qs,limit_up_pool|strong_pool|volume_expand,ok,"limit_up_pool, strong_pool, volume_expand"
26,20260701,002053,云南能投,0,100,zt|qs,limit_up_pool|strong_pool|volume_expand,ok,"limit_up_pool, strong_pool, volume_expand"
27,20260701,002929,润建股份,0,100,zt|qs,limit_up_pool|strong_pool|volume_expand,ok,"limit_up_pool, strong_pool, volume_expand"
28,20260701,002930,宏川智慧,0,100,zt|qs,limit_up_pool|strong_pool|volume_expand,ok,"limit_up_pool, strong_pool, volume_expand"
29,20260701,600113,浙江东日,1,100,zt|qs,limit_up_pool|strong_pool|volume_expand,ok,"limit_up_pool, strong_pool, volume_expand"
30,20260701,300487,蓝晓科技,0,95,zt,limit_up_pool|year_breakout|volume_expand,ok,"limit_up_pool, year_breakout, volume_expand"
31,20260701,000733,振华科技,0,95,zt|qs,limit_up_pool|strong_pool|trend_confirmed,ok,"limit_up_pool, strong_pool, trend_confirmed"
32,20260701,001256,炜冈科技,0,95,zt|qs,limit_up_pool|strong_pool|trend_confirmed,ok,"limit_up_pool, strong_pool, trend_confirmed"
33,20260701,002273,水晶光电,0,95,zt|qs,limit_up_pool|strong_pool|trend_confirmed,ok,"limit_up_pool, strong_pool, trend_confirmed"
34,20260701,002277,友阿股份,0,95,zt|qs,limit_up_pool|strong_pool|trend_confirmed,ok,"limit_up_pool, strong_pool, trend_confirmed"
35,20260701,002407,多氟多,0,95,zt|qs,limit_up_pool|strong_pool|trend_confirmed,ok,"limit_up_pool, strong_pool, trend_confirmed"
36,20260701,002635,安洁科技,0,95,zt|qs,limit_up_pool|strong_pool|trend_confirmed,ok,"limit_up_pool, strong_pool, trend_confirmed"
37,20260701,002747,埃斯顿,0,95,zt|qs,limit_up_pool|strong_pool|trend_confirmed,ok,"limit_up_pool, strong_pool, trend_confirmed"
38,20260701,600397,江钨装备,1,95,zt|qs,limit_up_pool|strong_pool|trend_confirmed,ok,"limit_up_pool, strong_pool, trend_confirmed"
39,20260701,600857,宁波中百,1,95,zt|qs,limit_up_pool|strong_pool|trend_confirmed,ok,"limit_up_pool, strong_pool, trend_confirmed"
40,20260701,605289,罗曼股份,1,95,zt|qs,limit_up_pool|strong_pool|trend_confirmed,ok,"limit_up_pool, strong_pool, trend_confirmed"
41,20260701,603120,肯特催化,1,95,zt|qs,limit_up_pool|strong_pool|trend_confirmed,recorded,"limit_up_pool, strong_pool, trend_confirmed"
42,20260701,600906,财达证券,1,90,qs,strong_pool|year_breakout|year_downtrend_reversal|trend_confirmed,ok,"strong_pool, year_breakout, year_downtrend_reversal, trend_confirmed"
43,20260701,000776,广发证券,0,90,qs,strong_pool|year_breakout|volume_expand|trend_confirmed,ok,"strong_pool, year_breakout, volume_expand, trend_confirmed"
44,20260701,002077,大港股份,0,90,qs,strong_pool|year_breakout|volume_expand|trend_confirmed,ok,"strong_pool, year_breakout, volume_expand, trend_confirmed"
45,20260701,002422,科伦药业,0,90,qs,strong_pool|year_breakout|volume_expand|trend_confirmed,ok,"strong_pool, year_breakout, volume_expand, trend_confirmed"
46,20260701,002600,领益智造,0,90,qs,strong_pool|year_breakout|volume_expand|trend_confirmed,ok,"strong_pool, year_breakout, volume_expand, trend_confirmed"
47,20260701,002830,名雕股份,0,90,qs,strong_pool|year_breakout|volume_expand|trend_confirmed,ok,"strong_pool, year_breakout, volume_expand, trend_confirmed"
48,20260701,605588,冠石科技,1,90,qs,strong_pool|year_breakout|volume_expand|trend_confirmed,ok,"strong_pool, year_breakout, volume_expand, trend_confirmed"
49,20260701,301618,长联科技,0,90,qs,strong_pool|year_breakout|volume_expand|trend_confirmed,recorded,"strong_pool, year_breakout, volume_expand, trend_confirmed"
50,20260701,603040,新坐标,1,90,zt,limit_up_pool|year_breakout|trend_confirmed,ok,"limit_up_pool, year_breakout, trend_confirmed"
51,20260701,603725,天安新材,1,90,zt,limit_up_pool|year_breakout|trend_confirmed,ok,"limit_up_pool, year_breakout, trend_confirmed"
52,20260701,002129,TCL中环,0,85,qs,strong_pool|year_downtrend_reversal|volume_expand|trend_confirmed,ok,"strong_pool, year_downtrend_reversal, volume_expand, trend_confirmed"
53,20260701,688105,诺唯赞,1,85,qs,strong_pool|year_downtrend_reversal|volume_expand|trend_confirmed,ok,"strong_pool, year_downtrend_reversal, volume_expand, trend_confirmed"
54,20260701,688391,钜泉科技,1,85,qs,strong_pool|year_downtrend_reversal|volume_expand|trend_confirmed,ok,"strong_pool, year_downtrend_reversal, volume_expand, trend_confirmed"
55,20260701,600826,兰生股份,1,85,zt,limit_up_pool|volume_expand|trend_confirmed,ok,"limit_up_pool, volume_expand, trend_confirmed"
56,20260701,002496,辉丰股份,0,80,zb,limit_break_pool|year_breakout|year_downtrend_reversal|volume_expand,ok,"limit_break_pool, year_breakout, year_downtrend_reversal, volume_expand"
57,20260701,000620,盈新发展,0,80,qs|zb,strong_pool|limit_break_pool|volume_expand|trend_confirmed,ok,"strong_pool, limit_break_pool, volume_expand, trend_confirmed"
58,20260701,000783,长江证券,0,80,qs|zb,strong_pool|limit_break_pool|volume_expand|trend_confirmed,ok,"strong_pool, limit_break_pool, volume_expand, trend_confirmed"
59,20260701,000823,超声电子,0,80,qs|zb,strong_pool|limit_break_pool|volume_expand|trend_confirmed,ok,"strong_pool, limit_break_pool, volume_expand, trend_confirmed"
60,20260701,300121,阳谷华泰,0,80,qs|zb,strong_pool|limit_break_pool|volume_expand|trend_confirmed,ok,"strong_pool, limit_break_pool, volume_expand, trend_confirmed"
61,20260701,300540,蜀道装备,0,80,qs|zb,strong_pool|limit_break_pool|volume_expand|trend_confirmed,ok,"strong_pool, limit_break_pool, volume_expand, trend_confirmed"
62,20260701,300873,海晨股份,0,80,qs|zb,strong_pool|limit_break_pool|volume_expand|trend_confirmed,ok,"strong_pool, limit_break_pool, volume_expand, trend_confirmed"
63,20260701,300943,春晖智控,0,80,qs|zb,strong_pool|limit_break_pool|volume_expand|trend_confirmed,ok,"strong_pool, limit_break_pool, volume_expand, trend_confirmed"
64,20260701,600366,宁波韵升,1,80,qs|zb,strong_pool|limit_break_pool|volume_expand|trend_confirmed,ok,"strong_pool, limit_break_pool, volume_expand, trend_confirmed"
65,20260701,600378,昊华科技,1,80,qs|zb,strong_pool|limit_break_pool|volume_expand|trend_confirmed,ok,"strong_pool, limit_break_pool, volume_expand, trend_confirmed"
66,20260701,600999,招商证券,1,80,qs|zb,strong_pool|limit_break_pool|volume_expand|trend_confirmed,ok,"strong_pool, limit_break_pool, volume_expand, trend_confirmed"
67,20260701,603067,振华股份,1,80,qs|zb,strong_pool|limit_break_pool|volume_expand|trend_confirmed,ok,"strong_pool, limit_break_pool, volume_expand, trend_confirmed"
68,20260701,603078,江化微,1,80,qs|zb,strong_pool|limit_break_pool|volume_expand|trend_confirmed,ok,"strong_pool, limit_break_pool, volume_expand, trend_confirmed"
69,20260701,603324,盛剑科技,1,80,qs|zb,strong_pool|limit_break_pool|volume_expand|trend_confirmed,ok,"strong_pool, limit_break_pool, volume_expand, trend_confirmed"
70,20260701,603928,兴业股份,1,80,qs|zb,strong_pool|limit_break_pool|volume_expand|trend_confirmed,ok,"strong_pool, limit_break_pool, volume_expand, trend_confirmed"
71,20260701,603950,长源东谷,1,80,qs|zb,strong_pool|limit_break_pool|volume_expand|trend_confirmed,ok,"strong_pool, limit_break_pool, volume_expand, trend_confirmed"
72,20260701,605020,永和股份,1,80,qs|zb,strong_pool|limit_break_pool|volume_expand|trend_confirmed,ok,"strong_pool, limit_break_pool, volume_expand, trend_confirmed"
73,20260701,688689,银河微电,1,80,qs|zb,strong_pool|limit_break_pool|volume_expand|trend_confirmed,ok,"strong_pool, limit_break_pool, volume_expand, trend_confirmed"
74,20260701,688652,京仪装备,1,80,qs|zb,strong_pool|limit_break_pool|volume_expand|trend_confirmed,recorded,"strong_pool, limit_break_pool, volume_expand, trend_confirmed"
75,20260701,688721,龙图光罩,1,80,qs|zb,strong_pool|limit_break_pool|volume_expand|trend_confirmed,recorded,"strong_pool, limit_break_pool, volume_expand, trend_confirmed"
76,20260701,000004,国华退,0,80,zt|qs,limit_up_pool|strong_pool,ok,"limit_up_pool, strong_pool"
77,20260701,002396,星网锐捷,0,80,zt|qs,limit_up_pool|strong_pool,ok,"limit_up_pool, strong_pool"
78,20260701,002738,中矿资源,0,80,zt|qs,limit_up_pool|strong_pool,ok,"limit_up_pool, strong_pool"
79,20260701,002808,恒久退,0,80,zt|qs,limit_up_pool|strong_pool,ok,"limit_up_pool, strong_pool"
